date,order_date,ship_date,delivery_date,origin_city,destination_city,distance_km,transport_mode,carrier,product_id,supplier,demand_forecast,actual_sales,units_ordered,units_shipped,price_per_unit_INR,cost_per_unit_INR,transport_cost_INR,toll_charges_INR,gst_percent,gst_amount_INR,total_cost_INR,planned_lead_days,actual_lead_days,on_time_delivery,delay_days,damage_rate,return_rate,fuel_price_per_litre_INR,carbon_kg
2025-05-04,2025-05-03,2025-05-04,2025-05-04,Bengaluru,Hyderabad,570,Road,Carrier-IN-03,SKU-IN-044,Supplier-IN-10,36,37,42,40,947.29,540.51,2846.67,249.48,5.0,142.33,24858.88,1,1,1,0,0.007,0.028,103.09,27.36
2025-06-19,2025-06-19,2025-06-19,2025-06-19,Kolkata,Patna,540,Road,Carrier-IN-01,SKU-IN-036,Supplier-IN-03,48,45,47,45,944.95,569.06,3013.98,298.52,5.0,150.7,29070.9,1,0,1,-1,0.004,0.015,101.72,29.16
2025-06-09,2025-06-08,2025-06-11,2025-06-09,Mumbai,Delhi,1400,Road,Carrier-IN-07,SKU-IN-007,Supplier-IN-15,55,54,53,50,492.82,347.33,8698.2,268.69,5.0,434.91,26768.3,4,1,1,-2,0.012,0.016,102.1,84.0
2025-08-05,2025-08-05,2025-08-06,2025-08-05,Bengaluru,Hyderabad,570,Road,Carrier-IN-10,SKU-IN-006,Supplier-IN-17,31,27,29,27,786.71,523.76,1892.32,243.21,5.0,94.62,16371.67,1,0,1,-1,0.005,0.038,99.93,18.47
2024-04-26,2024-04-26,2024-04-26,2024-04-26,Jaipur,Ajmer,135,Road,Carrier-IN-03,SKU-IN-051,Supplier-IN-06,40,43,43,42,1164.12,701.64,694.18,136.94,5.0,34.71,30334.71,1,0,1,-1,0.008,0.023,99.05,6.8
2024-02-16,2024-02-13,2024-02-15,2024-02-16,Mumbai,Delhi,1400,Road,Carrier-IN-05,SKU-IN-021,Supplier-IN-19,33,38,35,33,844.07,635.37,5617.74,237.99,5.0,280.89,27103.83,4,3,1,-1,0.004,0.028,97.66,55.44
2025-04-10,2025-04-10,2025-04-11,2025-04-10,Lucknow,Kanpur,90,Road,Carrier-IN-05,SKU-IN-022,Supplier-IN-06,41,46,44,43,238.42,159.91,483.56,214.37,5.0,24.18,7598.24,1,0,1,-1,0.01,0.021,103.25,4.64
2024-07-08,2024-07-04,2024-07-06,2024-07-08,Mumbai,Delhi,1400,Rail,Carrier-IN-10,SKU-IN-017,Supplier-IN-04,41,48,50,48,1078.68,783.65,4746.57,258.64,5.0,237.33,42857.74,3,4,0,1,0.017,0.028,96.81,33.6
2025-07-01,2025-06-27,2025-06-27,2025-07-01,Mumbai,Pune,150,Road,Carrier-IN-02,SKU-IN-001,Supplier-IN-06,33,31,30,29,1150.88,887.91,538.29,113.17,5.0,26.91,26427.76,2,4,0,2,0.014,0.054,101.24,5.22
2025-05-03,2025-05-02,2025-05-03,2025-05-03,Delhi,Agra,230,Road,Carrier-IN-10,SKU-IN-047,Supplier-IN-16,57,45,50,48,1176.31,913.15,1378.52,257.55,5.0,68.93,45536.2,1,1,1,0,0.009,0.015,103.11,13.25
2025-09-25,2025-09-25,2025-09-25,2025-09-25,Kochi,Bengaluru,550,Road,Carrier-IN-07,SKU-IN-052,Supplier-IN-10,31,29,26,24,394.97,274.74,1617.34,231.86,5.0,80.87,8523.83,1,0,1,-1,0.015,0.018,99.21,15.84
2024-05-08,2024-05-05,2024-05-05,2024-05-08,Mumbai,Surat,280,Road,Carrier-IN-02,SKU-IN-053,Supplier-IN-01,53,40,41,39,637.09,380.93,1335.76,267.51,5.0,66.79,16526.33,2,3,0,1,0.005,0.025,98.87,13.1
2024-07-11,2024-07-10,2024-07-10,2024-07-11,Mumbai,Pune,150,Road,Carrier-IN-03,SKU-IN-042,Supplier-IN-08,42,40,45,43,396.04,235.47,780.54,51.01,5.0,39.03,10995.79,1,1,1,0,0.01,0.045,96.69,7.74
2025-10-03,2025-10-02,2025-10-03,2025-10-03,Ahmedabad,Surat,260,Road,Carrier-IN-05,SKU-IN-050,Supplier-IN-15,20,22,25,24,705.11,473.79,764.82,273.12,5.0,38.24,12447.14,1,1,1,0,0.013,0.021,99.28,7.49
2025-04-30,2025-04-28,2025-04-29,2025-04-30,Kolkata,Patna,540,Road,Carrier-IN-03,SKU-IN-058,Supplier-IN-05,44,36,39,37,942.35,613.54,2495.3,238.18,5.0,124.77,25559.23,2,2,1,0,0.016,0.017,103.15,23.98
2025-03-31,2025-03-30,2025-03-31,2025-03-31,Delhi,Agra,230,Road,Carrier-IN-08,SKU-IN-038,Supplier-IN-08,32,28,31,30,540.63,335.57,861.82,259.18,5.0,43.09,11231.19,1,1,1,0,0.007,0.036,103.17,8.28
2024-10-28,2024-10-26,2024-10-27,2024-10-28,Kochi,Bengaluru,550,Rail,Carrier-IN-07,SKU-IN-004,Supplier-IN-11,25,29,27,25,395.19,290.8,966.06,238.61,5.0,48.3,8522.97,1,2,0,1,0.012,0.018,95.74,6.88
2024-04-15,2024-04-12,2024-04-15,2024-04-15,Lucknow,Kanpur,90,Rail,Carrier-IN-07,SKU-IN-027,Supplier-IN-16,52,53,52,50,885.64,608.06,321.47,100.65,5.0,16.07,30841.19,3,3,1,0,0.01,0.019,99.11,2.25
2025-08-15,2025-08-14,2025-08-16,2025-08-15,Kochi,Bengaluru,550,Rail,Carrier-IN-05,SKU-IN-003,Supplier-IN-16,30,27,28,27,976.22,598.37,1063.67,213.33,5.0,53.18,17486.17,2,1,1,-1,0.01,0.035,99.65,7.43
2025-05-12,2025-05-11,2025-05-11,2025-05-12,Ahmedabad,Surat,260,Road,Carrier-IN-10,SKU-IN-060,Supplier-IN-16,34,34,34,33,959.56,707.39,1070.48,251.18,5.0,53.52,24719.05,1,1,1,0,0.012,0.031,102.94,10.3
2024-03-03,2024-03-02,2024-03-03,2024-03-03,Ahmedabad,Surat,260,Road,Carrier-IN-10,SKU-IN-021,Supplier-IN-18,41,37,42,41,1092.35,756.85,1300.5,249.69,5.0,65.03,32646.07,1,1,1,0,0.014,0.029,98.33,12.79
2024-10-01,2024-09-29,2024-09-30,2024-10-01,Lucknow,Kanpur,90,Road,Carrier-IN-08,SKU-IN-008,Supplier-IN-16,23,23,20,19,884.24,512.48,205.31,84.69,5.0,10.27,10037.39,2,2,1,0,0.008,0.047,95.11,2.05
2025-10-23,2025-10-23,2025-10-23,2025-10-23,Chennai,Bengaluru,350,Road,Carrier-IN-07,SKU-IN-002,Supplier-IN-06,19,13,13,12,920.76,647.86,515.92,249.85,5.0,25.8,8565.89,1,0,1,-1,0.011,0.029,99.73,5.04
2024-07-15,2024-07-15,2024-07-16,2024-07-15,Delhi,Agra,230,Road,Carrier-IN-04,SKU-IN-033,Supplier-IN-08,25,28,25,24,706.73,434.69,667.5,224.54,5.0,33.38,11357.98,2,0,1,-2,0.006,0.019,96.54,6.62
2024-12-13,2024-12-11,2024-12-12,2024-12-13,Kochi,Bengaluru,550,Rail,Carrier-IN-08,SKU-IN-009,Supplier-IN-10,36,32,32,31,970.69,563.37,1211.58,213.21,5.0,60.58,18949.84,3,2,1,-1,0.006,0.025,98.03,8.53
2025-02-03,2025-02-03,2025-02-04,2025-02-03,Kolkata,Patna,540,Rail,Carrier-IN-06,SKU-IN-051,Supplier-IN-16,42,31,32,31,473.77,350.11,1208.07,267.53,5.0,60.4,12389.41,1,0,1,-1,0.006,0.022,101.19,8.37
2025-09-28,2025-09-27,2025-09-28,2025-09-28,Pune,Nashik,160,Road,Carrier-IN-02,SKU-IN-043,Supplier-IN-16,33,33,32,29,390.64,294.19,568.58,58.1,5.0,28.43,9186.62,1,1,1,0,0.006,0.041,99.23,5.57
2024-06-26,2024-06-25,2024-06-26,2024-06-26,Pune,Nashik,160,Road,Carrier-IN-08,SKU-IN-007,Supplier-IN-14,50,46,48,46,587.89,353.59,893.31,125.23,5.0,44.67,17328.35,1,1,1,0,0.014,0.022,97.29,8.83
2024-11-06,2024-11-06,2024-11-06,2024-11-06,Pune,Nashik,160,Road,Carrier-IN-01,SKU-IN-002,Supplier-IN-12,16,7,7,6,352.81,256.42,115.83,119.06,5.0,5.79,1779.2,1,0,1,-1,0.006,0.004,96.09,1.15
2024-12-31,2024-12-30,2024-12-31,2024-12-31,Lucknow,Kanpur,90,Road,Carrier-IN-09,SKU-IN-003,Supplier-IN-03,44,39,36,33,351.18,214.77,363.8,43.65,5.0,18.19,7513.05,1,1,1,0,0.006,0.02,99.15,3.56
2025-03-16,2025-03-12,2025-03-12,2025-03-16,Mumbai,Delhi,1400,Road,Carrier-IN-02,SKU-IN-036,Supplier-IN-08,36,40,39,38,839.93,519.05,6635.53,247.03,5.0,331.78,26938.24,3,4,0,1,0.011,0.025,102.88,63.84
2024-09-21,2024-09-21,2024-09-22,2024-09-21,Chennai,Bengaluru,350,Rail,Carrier-IN-01,SKU-IN-050,Supplier-IN-18,25,22,20,19,996.97,682.7,465.59,263.52,5.0,23.28,13723.69,2,0,1,-2,0.013,0.021,95.04,3.33
2024-06-03,2024-05-31,2024-06-03,2024-06-03,Jaipur,Ajmer,135,Rail,Carrier-IN-10,SKU-IN-043,Supplier-IN-04,36,33,30,29,1075.47,820.84,278.38,87.89,5.0,13.92,24184.55,3,3,1,0,0.015,0.035,98.16,1.96
2024-02-21,2024-02-17,2024-02-18,2024-02-21,Delhi,Agra,230,Rail,Carrier-IN-02,SKU-IN-007,Supplier-IN-20,55,55,55,52,217.74,144.1,849.3,232.44,5.0,42.47,8617.41,3,4,0,1,0.012,0.031,97.89,5.98
2024-04-14,2024-04-14,2024-04-15,2024-04-14,Ahmedabad,Surat,260,Road,Carrier-IN-02,SKU-IN-011,Supplier-IN-04,31,28,31,30,1051.02,617.18,955.23,261.68,5.0,47.76,19780.07,1,0,1,-1,0.01,0.023,99.11,9.36
2025-01-05,2025-01-04,2025-01-05,2025-01-05,Mumbai,Surat,280,Rail,Carrier-IN-08,SKU-IN-049,Supplier-IN-17,47,44,46,43,366.25,237.13,861.59,256.24,5.0,43.08,11357.5,2,1,1,-1,0.011,0.031,99.46,6.02
2024-04-11,2024-04-10,2024-04-10,2024-04-11,Mumbai,Surat,280,Road,Carrier-IN-06,SKU-IN-053,Supplier-IN-05,36,40,42,41,410.26,248.85,1405.91,225.1,5.0,70.3,11904.16,1,1,1,0,0.015,0.03,99.11,13.78
2024-07-25,2024-07-24,2024-07-24,2024-07-25,Delhi,Agra,230,Air,Carrier-IN-01,SKU-IN-016,Supplier-IN-16,29,21,20,19,319.72,176.8,1758.14,254.02,5.0,87.91,5459.27,1,1,1,0,0.009,0.022,96.16,26.22
2024-10-20,2024-10-18,2024-10-18,2024-10-20,Ahmedabad,Surat,260,Road,Carrier-IN-05,SKU-IN-024,Supplier-IN-14,33,28,28,26,950.51,557.19,813.19,246.49,5.0,40.66,15587.28,1,2,0,1,0.009,0.039,95.49,8.11
2025-10-06,2025-10-04,2025-10-05,2025-10-06,Lucknow,Kanpur,90,Road,Carrier-IN-09,SKU-IN-027,Supplier-IN-08,28,16,18,17,1043.76,649.83,187.57,55.09,5.0,9.38,11299.15,1,2,0,1,0.006,0.014,99.33,1.84
2025-03-15,2025-03-13,2025-03-14,2025-03-15,Kolkata,Patna,540,Rail,Carrier-IN-08,SKU-IN-055,Supplier-IN-17,33,33,34,32,419.8,289.51,1257.14,230.11,5.0,62.86,10814.43,3,2,1,-1,0.008,0.027,102.86,8.64
2025-01-05,2025-01-05,2025-01-05,2025-01-05,Mumbai,Pune,150,Road,Carrier-IN-01,SKU-IN-046,Supplier-IN-17,38,37,36,35,518.69,388.81,644.05,60.01,5.0,32.2,14344.61,1,0,1,-1,0.015,0.023,99.46,6.3
2024-03-27,2024-03-27,2024-03-27,2024-03-27,Chennai,Bengaluru,350,Road,Carrier-IN-03,SKU-IN-028,Supplier-IN-02,31,36,36,35,955.04,697.93,1499.11,249.05,5.0,74.96,26250.67,1,0,1,-1,0.002,0.027,98.96,14.7
2024-02-07,2024-02-07,2024-02-08,2024-02-07,Lucknow,Kanpur,90,Rail,Carrier-IN-03,SKU-IN-058,Supplier-IN-19,30,24,27,26,1073.94,704.29,165.6,123.61,5.0,8.28,18609.03,1,0,1,-1,0.011,0.039,97.2,1.17
2025-10-08,2025-10-04,2025-10-06,2025-10-08,Jaipur,Ajmer,135,Rail,Carrier-IN-09,SKU-IN-019,Supplier-IN-14,20,18,17,15,405.32,276.34,144.84,69.3,5.0,7.24,4366.48,2,4,0,2,0.01,0.01,99.36,1.01
2025-07-20,2025-07-20,2025-07-21,2025-07-20,Bengaluru,Hyderabad,570,Rail,Carrier-IN-06,SKU-IN-059,Supplier-IN-12,26,26,29,28,1181.72,838.09,1147.87,225.78,5.0,57.39,24897.56,1,0,1,-1,0.008,0.032,100.49,7.98
2024-10-13,2024-10-13,2024-10-13,2024-10-13,Ahmedabad,Surat,260,Road,Carrier-IN-03,SKU-IN-045,Supplier-IN-13,21,16,14,13,1164.28,692.61,406.25,235.67,5.0,20.31,9666.16,1,0,1,-1,0.007,0.012,95.32,4.06
2025-10-21,2025-10-19,2025-10-21,2025-10-21,Pune,Nashik,160,Rail,Carrier-IN-10,SKU-IN-051,Supplier-IN-20,26,21,23,22,1034.12,650.08,252.15,102.76,5.0,12.61,14669.28,3,2,1,-1,0.011,0.022,99.67,1.76
2025-03-28,2025-03-27,2025-03-27,2025-03-28,Jaipur,Ajmer,135,Road,Carrier-IN-07,SKU-IN-050,Supplier-IN-07,46,34,33,31,165.92,119.11,522.61,119.0,5.0,26.13,4360.15,1,1,1,0,0.005,0.022,103.13,5.02
2024-03-27,2024-03-27,2024-03-28,2024-03-27,Mumbai,Pune,150,Road,Carrier-IN-07,SKU-IN-047,Supplier-IN-05,35,35,37,35,320.24,218.62,642.47,117.93,5.0,32.12,8444.22,2,0,1,-2,0.016,0.026,98.96,6.3
2025-07-07,2025-07-04,2025-07-04,2025-07-07,Bengaluru,Hyderabad,570,Road,Carrier-IN-09,SKU-IN-036,Supplier-IN-10,32,34,31,28,258.38,178.73,1972.66,238.27,5.0,98.63,7314.0,2,3,0,1,0.011,0.025,101.0,19.15
2024-12-14,2024-12-14,2024-12-14,2024-12-14,Lucknow,Kanpur,90,Road,Carrier-IN-01,SKU-IN-057,Supplier-IN-18,35,33,30,29,427.74,252.04,318.04,89.98,5.0,15.9,7733.08,2,0,1,-2,0.015,0.018,98.09,3.13
2024-09-21,2024-09-16,2024-09-17,2024-09-21,Pune,Nashik,160,Rail,Carrier-IN-05,SKU-IN-047,Supplier-IN-14,23,22,24,23,651.78,480.61,257.65,27.22,5.0,12.88,11351.78,3,5,0,2,0.003,0.019,95.04,1.84
2024-04-23,2024-04-22,2024-04-23,2024-04-23,Jaipur,Ajmer,135,Road,Carrier-IN-06,SKU-IN-017,Supplier-IN-17,29,25,27,25,1114.32,815.13,413.26,65.61,5.0,20.66,20877.78,1,1,1,0,0.009,0.038,99.08,4.05
2024-05-06,2024-05-03,2024-05-03,2024-05-06,Mumbai,Pune,150,Rail,Carrier-IN-02,SKU-IN-029,Supplier-IN-10,38,33,34,31,1071.32,662.36,331.86,34.8,5.0,16.59,20916.41,3,3,1,0,0.009,0.031,98.91,2.33
2024-01-06,2024-01-03,2024-01-03,2024-01-06,Delhi,Agra,230,Road,Carrier-IN-04,SKU-IN-052,Supplier-IN-19,33,34,38,35,948.57,729.19,967.5,283.59,5.0,48.38,26821.12,2,3,0,1,0.013,0.027,95.31,9.66
2025-10-04,2025-10-04,2025-10-04,2025-10-04,Lucknow,Kanpur,90,Road,Carrier-IN-10,SKU-IN-015,Supplier-IN-12,20,15,15,13,1109.04,798.57,143.42,51.4,5.0,7.17,10583.4,1,0,1,-1,0.006,0.017,99.3,1.4
2024-10-18,2024-10-16,2024-10-19,2024-10-18,Lucknow,Kanpur,90,Rail,Carrier-IN-10,SKU-IN-044,Supplier-IN-05,27,29,32,31,334.74,254.79,195.73,55.84,5.0,9.79,8159.85,3,2,1,-1,0.013,0.034,95.44,1.4
2025-01-21,2025-01-19,2025-01-19,2025-01-21,Ahmedabad,Surat,260,Rail,Carrier-IN-02,SKU-IN-021,Supplier-IN-17,61,55,61,59,552.4,388.42,1103.06,210.52,5.0,55.15,24285.51,3,2,1,-1,0.019,0.027,100.45,7.67
2024-07-16,2024-07-15,2024-07-15,2024-07-16,Chennai,Bengaluru,350,Road,Carrier-IN-03,SKU-IN-046,Supplier-IN-14,32,33,32,31,1081.86,695.83,1311.77,207.33,5.0,65.59,23155.42,1,1,1,0,0.009,0.049,96.5,13.02
2024-03-24,2024-03-21,2024-03-22,2024-03-24,Mumbai,Delhi,1400,Road,Carrier-IN-03,SKU-IN-031,Supplier-IN-07,51,48,52,49,558.8,383.54,8392.94,250.21,5.0,419.65,27856.26,3,3,1,0,0.01,0.051,98.91,82.32
2024-03-20,2024-03-19,2024-03-21,2024-03-20,Chennai,Bengaluru,350,Road,Carrier-IN-07,SKU-IN-038,Supplier-IN-18,58,55,62,59,1122.73,704.47,2525.45,304.7,5.0,126.27,44520.15,2,1,1,-1,0.005,0.026,98.83,24.78
2025-02-08,2025-02-05,2025-02-06,2025-02-08,Bengaluru,Hyderabad,570,Road,Carrier-IN-07,SKU-IN-029,Supplier-IN-16,42,39,38,35,159.11,87.86,2471.33,223.05,5.0,123.57,5893.05,2,3,0,1,0.009,0.049,101.46,23.94
2025-03-02,2025-02-28,2025-02-28,2025-03-02,Mumbai,Surat,280,Road,Carrier-IN-03,SKU-IN-032,Supplier-IN-15,47,42,39,38,479.34,313.7,1324.3,238.5,5.0,66.22,13549.62,1,2,0,1,0.007,0.034,102.44,12.77
2025-06-09,2025-06-09,2025-06-10,2025-06-09,Ahmedabad,Surat,260,Road,Carrier-IN-04,SKU-IN-030,Supplier-IN-16,46,39,41,40,418.49,303.67,1292.3,264.9,5.0,64.61,13768.61,1,0,1,-1,0.013,0.013,102.1,12.48
2024-06-09,2024-06-07,2024-06-07,2024-06-09,Ahmedabad,Surat,260,Road,Carrier-IN-02,SKU-IN-039,Supplier-IN-14,55,48,49,45,1038.54,766.64,1424.71,197.99,5.0,71.24,36192.74,1,2,0,1,0.007,0.022,97.95,14.04
2024-05-03,2024-05-03,2024-05-04,2024-05-03,Chennai,Bengaluru,350,Road,Carrier-IN-01,SKU-IN-034,Supplier-IN-05,38,37,39,38,151.01,116.95,1627.6,213.48,5.0,81.38,6366.56,1,0,1,-1,0.015,0.022,98.96,15.96
2025-01-15,2025-01-14,2025-01-14,2025-01-15,Bengaluru,Hyderabad,570,Air,Carrier-IN-05,SKU-IN-019,Supplier-IN-16,53,44,44,42,728.51,561.55,9819.23,255.34,5.0,490.96,34150.63,0,1,0,1,0.006,0.009,100.08,143.64
2024-05-26,2024-05-25,2024-05-25,2024-05-26,Mumbai,Surat,280,Rail,Carrier-IN-07,SKU-IN-004,Supplier-IN-10,43,48,50,47,481.62,332.64,936.95,232.6,5.0,46.85,16850.48,2,1,1,-1,0.009,0.027,98.42,6.58
2024-08-08,2024-08-03,2024-08-03,2024-08-08,Mumbai,Surat,280,Rail,Carrier-IN-08,SKU-IN-001,Supplier-IN-04,33,30,29,26,1193.76,895.45,511.36,237.49,5.0,25.57,24056.12,3,5,0,2,0.005,0.03,95.69,3.64
2024-12-23,2024-12-20,2024-12-20,2024-12-23,Mumbai,Delhi,1400,Rail,Carrier-IN-07,SKU-IN-031,Supplier-IN-19,40,34,34,32,1092.52,715.94,3193.08,253.3,5.0,159.65,26516.11,3,3,1,0,0.01,0.049,98.64,22.4
2025-08-02,2025-08-01,2025-08-01,2025-08-02,Delhi,Agra,230,Rail,Carrier-IN-07,SKU-IN-031,Supplier-IN-20,23,17,18,16,806.96,520.14,264.08,202.41,5.0,13.2,8801.93,1,1,1,0,0.009,0.021,100.03,1.84
2024-05-21,2024-05-19,2024-05-20,2024-05-21,Ahmedabad,Surat,260,Road,Carrier-IN-08,SKU-IN-043,Supplier-IN-15,34,27,30,28,502.76,314.59,889.19,247.9,5.0,44.46,9990.07,1,2,0,1,0.005,0.032,98.57,8.74
2024-11-29,2024-11-27,2024-11-29,2024-11-29,Mumbai,Delhi,1400,Rail,Carrier-IN-10,SKU-IN-027,Supplier-IN-13,26,28,27,26,1173.08,718.34,2576.16,255.92,5.0,128.81,21637.73,2,2,1,0,0.009,0.023,97.21,18.2
2025-02-08,2025-02-08,2025-02-09,2025-02-08,Chennai,Bengaluru,350,Road,Carrier-IN-08,SKU-IN-048,Supplier-IN-09,45,40,40,38,377.28,240.7,1647.55,289.16,5.0,82.38,11165.69,2,0,1,-2,0.003,0.026,101.46,15.96
2024-03-31,2024-03-29,2024-03-30,2024-03-31,Mumbai,Surat,280,Rail,Carrier-IN-10,SKU-IN-041,Supplier-IN-10,64,61,57,56,911.84,511.85,1119.66,299.66,5.0,55.98,30138.9,3,2,1,-1,0.013,0.038,99.02,7.84
2025-10-22,2025-10-18,2025-10-20,2025-10-22,Mumbai,Delhi,1400,Road,Carrier-IN-02,SKU-IN-013,Supplier-IN-20,27,28,28,27,1055.11,767.66,4642.6,293.9,5.0,232.13,25895.45,4,4,1,0,0.01,0.026,99.7,45.36
2025-08-13,2025-08-12,2025-08-12,2025-08-13,Mumbai,Pune,150,Air,Carrier-IN-09,SKU-IN-013,Supplier-IN-16,33,30,33,31,373.9,213.43,1903.71,108.84,5.0,95.19,8724.07,0,1,0,1,0.015,0.01,99.7,27.9
2024-05-03,2024-05-02,2024-05-03,2024-05-03,Lucknow,Kanpur,90,Rail,Carrier-IN-03,SKU-IN-002,Supplier-IN-09,48,42,48,47,1065.25,659.92,301.96,93.39,5.0,15.1,31426.69,1,1,1,0,0.005,0.031,98.96,2.11
2024-09-08,2024-09-07,2024-09-10,2024-09-08,Jaipur,Ajmer,135,Rail,Carrier-IN-10,SKU-IN-029,Supplier-IN-03,21,19,20,19,1010.84,664.31,179.62,86.34,5.0,8.98,12896.83,3,1,1,-2,0.014,0.025,95.08,1.28
2025-09-13,2025-09-12,2025-09-13,2025-09-13,Chennai,Bengaluru,350,Road,Carrier-IN-01,SKU-IN-032,Supplier-IN-01,27,25,28,26,344.4,202.36,1114.88,217.95,5.0,55.74,6649.93,1,1,1,0,0.011,0.021,99.19,10.92
2025-03-23,2025-03-23,2025-03-24,2025-03-23,Mumbai,Surat,280,Road,Carrier-IN-09,SKU-IN-021,Supplier-IN-13,58,54,57,54,299.12,216.23,1887.34,256.27,5.0,94.37,13914.4,1,0,1,-1,0.004,0.028,103.04,18.14
2024-04-03,2024-04-02,2024-04-02,2024-04-03,Mumbai,Delhi,1400,Air,Carrier-IN-09,SKU-IN-011,Supplier-IN-10,46,41,42,39,368.75,226.24,22283.35,296.35,5.0,1114.17,32517.23,1,1,1,0,0.012,0.035,99.06,327.6
2024-07-06,2024-07-03,2024-07-05,2024-07-06,Bengaluru,Hyderabad,570,Rail,Carrier-IN-03,SKU-IN-020,Supplier-IN-14,36,32,31,29,696.29,434.11,1168.03,279.4,5.0,58.4,14095.02,3,3,1,0,0.009,0.002,96.89,8.26
2024-06-22,2024-06-21,2024-06-21,2024-06-22,Mumbai,Pune,150,Road,Carrier-IN-06,SKU-IN-012,Supplier-IN-01,45,43,49,47,793.54,574.14,856.36,65.09,5.0,42.82,27948.85,2,1,1,-1,0.011,0.028,97.45,8.46
2024-02-29,2024-02-29,2024-02-29,2024-02-29,Bengaluru,Hyderabad,570,Road,Carrier-IN-06,SKU-IN-010,Supplier-IN-14,42,44,39,38,1153.98,800.57,2641.05,228.03,5.0,132.05,33422.79,1,0,1,-1,0.018,0.028,98.22,25.99
2024-09-21,2024-09-19,2024-09-19,2024-09-21,Kolkata,Patna,540,Rail,Carrier-IN-02,SKU-IN-004,Supplier-IN-07,24,23,24,23,765.05,474.0,869.57,263.55,5.0,43.48,12078.6,1,2,0,1,0.009,0.023,95.04,6.21
2025-09-03,2025-09-02,2025-09-03,2025-09-03,Kochi,Bengaluru,550,Road,Carrier-IN-09,SKU-IN-049,Supplier-IN-17,35,39,40,37,334.76,205.81,2494.26,245.99,5.0,124.71,10479.93,1,1,1,0,0.007,0.01,99.28,24.42
2024-04-27,2024-04-24,2024-04-24,2024-04-27,Bengaluru,Hyderabad,570,Road,Carrier-IN-08,SKU-IN-036,Supplier-IN-14,35,37,38,37,221.62,125.88,2581.92,274.65,5.0,129.1,7643.23,1,3,0,2,0.004,0.036,99.04,25.31
2025-05-10,2025-05-10,2025-05-11,2025-05-10,Mumbai,Pune,150,Road,Carrier-IN-04,SKU-IN-059,Supplier-IN-01,32,33,32,30,163.73,107.95,561.55,55.31,5.0,28.08,3883.44,1,0,1,-1,0.01,0.031,102.98,5.4
2025-07-21,2025-07-19,2025-07-20,2025-07-21,Kochi,Bengaluru,550,Road,Carrier-IN-04,SKU-IN-049,Supplier-IN-18,39,44,47,43,705.09,435.04,2915.34,253.49,5.0,145.77,22021.32,2,2,1,0,0.005,0.02,100.45,28.38
2024-05-08,2024-05-08,2024-05-08,2024-05-08,Bengaluru,Hyderabad,570,Road,Carrier-IN-08,SKU-IN-006,Supplier-IN-17,40,43,40,37,928.76,542.33,2579.77,206.89,5.0,128.99,22981.86,1,0,1,-1,0.005,0.032,98.87,25.31
2024-05-25,2024-05-25,2024-05-27,2024-05-25,Chennai,Bengaluru,350,Road,Carrier-IN-03,SKU-IN-051,Supplier-IN-08,39,42,47,46,657.52,415.97,1965.33,223.47,5.0,98.27,21421.69,2,0,1,-2,0.006,0.044,98.45,19.32
2025-03-09,2025-03-08,2025-03-10,2025-03-09,Ahmedabad,Surat,260,Road,Carrier-IN-01,SKU-IN-053,Supplier-IN-15,32,25,25,23,563.75,379.76,745.16,226.88,5.0,37.26,9743.78,2,1,1,-1,0.01,0.019,102.68,7.18
2024-10-23,2024-10-21,2024-10-22,2024-10-23,Lucknow,Kanpur,90,Air,Carrier-IN-01,SKU-IN-004,Supplier-IN-16,32,33,34,31,1108.0,614.04,1119.24,55.92,5.0,55.96,20266.36,1,2,0,1,0.014,0.02,95.58,16.74
2025-09-04,2025-09-01,2025-09-03,2025-09-04,Bengaluru,Hyderabad,570,Rail,Carrier-IN-07,SKU-IN-023,Supplier-IN-07,27,26,29,27,737.31,518.33,1100.25,203.95,5.0,55.01,15354.12,3,3,1,0,0.01,0.021,99.26,7.7
2025-06-06,2025-06-06,2025-06-06,2025-06-06,Bengaluru,Hyderabad,570,Road,Carrier-IN-09,SKU-IN-037,Supplier-IN-03,57,58,55,54,338.52,256.64,3826.75,238.26,5.0,191.34,18114.91,1,0,1,-1,0.006,0.031,102.21,36.94
2024-04-01,2024-03-31,2024-03-31,2024-04-01,Kolkata,Patna,540,Road,Carrier-IN-03,SKU-IN-047,Supplier-IN-18,42,44,47,43,480.83,274.98,2842.55,265.59,5.0,142.13,15074.41,1,1,1,0,0.008,0.027,99.03,27.86
2025-03-18,2025-03-16,2025-03-18,2025-03-18,Pune,Nashik,160,Road,Carrier-IN-06,SKU-IN-057,Supplier-IN-11,43,45,42,39,1114.7,641.44,778.49,112.77,5.0,38.92,25946.34,2,2,1,0,0.01,0.028,102.93,7.49
2024-09-24,2024-09-24,2024-09-24,2024-09-24,Jaipur,Ajmer,135,Road,Carrier-IN-04,SKU-IN-043,Supplier-IN-11,27,26,28,27,501.5,334.37,437.51,105.68,5.0,21.88,9593.06,1,0,1,-1,0.013,0.009,95.05,4.37
2024-08-03,2024-08-03,2024-08-03,2024-08-03,Delhi,Agra,230,Air,Carrier-IN-06,SKU-IN-002,Supplier-IN-05,24,19,21,19,935.4,552.16,1755.43,244.32,5.0,87.77,12578.56,0,0,1,0,0.01,0.018,95.85,26.22
